7
6
6
None
None
None
11
None
None
None
None
14
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
10
10
None
None
10
None
None
None
15
None
None
12
None
None
None
None
None
None
None
14
None
None
None
None
None
None
None
None
None
None
None
None
7
None
None
None
10
None
None
None
None
None
None
8
11
11
None
None
None
13
None
None
None
None
None
12
None
None
25
25
None
None
None
None
12
None
None
30
4
4
10
10
14
14
13
13
13
2
15
5
10
9
23
10
8
6
7
6
14
14
4
10
10
6
6
5
5
10
10
17
20
15
7
7
11
4
12
7
20
10
5
5
6
16
25
7
7
3
3
10
10
10
89
89
89
13
7
16
16
3
35
15
10
18
9
16
7
19
10
12
10
7
2
5
1
1
18
10
8
19
18
5
8
5
5
10
15
15
15
10
5
18
7
7
18
10
5
5
5
18
18
30
30
10
15
9
10
9
18
10
17
17
10
14
9
9
10
23
9
5
8
8
3
20
13
8
17
5
20
4
4
4
20
20
25
13
11
10
8
15
25
9
9
4
9
10
5
15
4
16
8
6
12
7
3
20
20
25
25
9
23
23
